"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Tyler Higbee (LAR)","8","12","84","10.5","22","1","1","0","0","0","0","1","14.4","14.4","95.0%"
"2","Dan Arnold (ARI)","4","6","76","19.0","37","2","1","0","0","0","0","1","13.6","13.6","1.0%"
"3","Joshua Perkins (PHI)","4","6","50","12.5","24","1","1","0","0","0","0","1","11.0","11.0","0.0%"
"4","Darren Waller (LV)","6","10","107","17.8","75","1","0","0","0","0","0","1","10.7","10.7","99.0%"
"5","Jared Cook (NO)","2","2","44","22.0","23","2","1","0","0","0","0","1","10.4","10.4","97.0%"
"6","Hunter Henry (LAC)","5","6","42","8.4","19","0","1","0","0","0","0","1","10.2","10.2","98.0%"
"7","Kaden Smith (NYG)","8","11","98","12.3","25","1","0","0","0","0","0","1","9.8","9.8","1.0%"
"8","Mike Gesicki (MIA)","4","7","34","8.5","14","0","1","0","0","0","0","1","9.4","9.4","81.0%"
"9","George Kittle (SF)","7","7","86","12.3","26","1","0","1","7","0","0","1","9.3","9.3","100.0%"
"10","C.J. Uzomah (CIN)","5","6","25","5.0","15","0","1","0","0","0","0","1","8.5","8.5","1.0%"
"11","Tommy Sweeney (BUF)","5","5","76","15.2","22","2","0","0","0","0","0","1","7.6","7.6","0.0%"
"12","MyCole Pruitt (TEN)","2","2","13","6.5","12","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"13","Andrew Beck (DEN)","2","2","8","4.0","7","0","1","0","0","0","0","1","6.8","6.8","0.0%"
"14","Dallas Goedert (PHI)","4","10","65","16.3","28","1","0","0","0","0","0","1","6.5","6.5","76.0%"
"15","Cameron Brate (TB)","1","3","2","2.0","2","0","1","0","0","0","0","1","6.2","6.2","2.0%"
"16","Hale Hentges (WAS)","4","7","62","15.5","24","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"17","Jordan Akins (HOU)","5","7","54","10.8","20","1","0","0","0","0","0","1","5.4","5.4","1.0%"
"18","Jimmy Graham (CHI)","4","7","49","12.3","20","1","0","0","0","0","0","1","4.9","4.9","6.0%"
"19","Austin Hooper (CLE)","7","9","45","6.4","12","0","0","0","0","0","0","1","4.5","4.5","92.0%"
"20","Hayden Hurst (ATL)","2","2","35","17.5","20","1","0","0","0","0","0","1","3.5","3.5","89.0%"
"21","Josh Hill (NO)","3","5","35","11.7","16","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"22","Tyler Eifert (JAC)","2","2","34","17.0","25","1","0","0","0","0","0","1","3.4","3.4","6.0%"
"23","Daniel Brown (NYJ)","3","4","32","10.7","24","1","0","0","0","0","0","1","3.2","3.2","0.0%"
"24","Jacob Hollister (SEA)","4","8","25","6.3","9","0","0","0","0","0","0","1","2.5","2.5","2.0%"
"25","Jason Witten (LV)","4","4","24","6.0","9","0","0","0","0","0","0","1","2.4","2.4","4.0%"
"26","Travis Kelce (KC)","3","5","24","8.0","11","0","0","0","0","0","0","1","2.4","2.4","100.0%"
"27","Maxx Williams (ARI)","1","2","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"28","Vance McDonald (PIT)","2","2","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","3.0%"
"29","Jeremy Sprinkle (WAS)","3","6","18","6.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"30","Logan Thomas (WAS)","1","3","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"31","Mo Alie-Cox (IND)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"32","Greg Olsen (SEA)","2","6","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","42.0%"
"33","Marcedes Lewis (GB)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"34","Ian Thomas (CAR)","1","5","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","31.0%"
"35","Irv Smith Jr. (MIN)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","34.0%"
"36","Luke Stocker (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"37","Eric Saubert (CHI)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"38","Troy Fumagalli (DEN)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"39","Tyler Conklin (MIN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"40","Robert Tonyan (GB)","2","3","9","4.5","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"41","Durham Smythe (MIA)","1","3","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"42","Jordan Thomas (HOU)","1","3","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"43","Jonnu Smith (TEN)","0","0","0","0","0","0","0","1","7","0","0","1","0.7","0.7","79.0%"
"44","Nick Boyle (BAL)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"45","Jack Doyle (IND)","1","4","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","50.0%"
"46","Tyrone Swoopes (FA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"47","Tyler Kroft (BUF)","1","4","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"48","Jesse James (DET)","2","3","5","2.5","7","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"49","Anthony Firkser (TEN)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"50","Charles Jones (JAC)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"51","Noah Fant (DEN)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","83.0%"
"52","Seth DeValve (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"53","Benjamin Watson (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","2.0%"
"54","Derek Carrier (LV)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"55","Johnny Mundt (LAR)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"56","Blake Bell (DAL)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"57","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Donald Parham (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Kevin Radar (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Tanner Hudson (TB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Chris Herndon IV (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.0%"
"64","Ryan Izzo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Dylan Cantrell (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Matt Sokol (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Jordan Franks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Trevon Wesco (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Kahale Warring (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Dax Raymond (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Dawson Knox (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"75","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Jace Sternberger (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.0%"
"77","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"79","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Brandon Dillon (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Jesper Horsted (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Josh Oliver (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","T.J. Hockenson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.0%"
"85","Garrett Dickerson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Carson Meier (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Charles Scarff (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Will Dissly (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"92","Jaeden Graham (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Nick Keizer (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Deon Yelder (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Adam Shaheen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Jason Vander Laan (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","O.J. Howard (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","34.0%"
"99","David Njoku (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.0%"
"100","Evan Engram (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.0%"
"101","Jake Butt (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Gerald Everett (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.0%"
"103","Antony Auclair (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Cethan Carter (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Blake Jarwin (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","51.0%"
"108","J.P. Holtz (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Alex Ellis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Cole Wick (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Darrell Daniels (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Taysom Hill (NO)","1","1","45","45.0","45","1","1","2","4","0","0","1","0.0","0.0","3.0%"
"116","Mark Andrews (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"117","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Evan Baylis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Ricky Seals-Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Jason Croom (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Pharaoh Brown (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Thaddeus Moss (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"124","Kyle Markway (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Charlie Taumoepeau (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Ben Ellefson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tyler Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Jake Burt (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Nate Wieting (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Dylan Stapleton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Nakia Griffin-Stewart (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Ian Bunting (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Parker Hesse (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Darion Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"152","Hunter Bryant (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Jared Pinkney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jacob Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"158","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"159","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Cam Sutton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Ryan Becker (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Bryce Sterk (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
